region,age,gender,raceethnicity,cli,hh_cmnty_cli,period,trust_experts
TN,18-24,Female,NonHispanicWhite,3.721793,22.7630486,2022-04-01,49.88330695
TN,25-44,Female,NonHispanicBlackAfricanAmerican,1.1010407,19.5604892,2022-04-01,34.14959015
TN,25-44,Female,NonHispanicWhite,1.5991562,20.793061,2022-04-01,47.5742488
TN,25-44,Male,NonHispanicWhite,0.5724833,13.8008651,2022-04-01,43.4537725
TN,45-64,Female,Hispanic,1.8128655,19.1358025,2022-04-01,52.4390244
TN,45-64,Female,NonHispanicBlackAfricanAmerican,1.4290737,13.8756552,2022-04-01,48.46285625
TN,45-64,Female,NonHispanicMultipleOther,1.1044177,14.1975309,2022-04-01,50.0
TN,45-64,Female,NonHispanicWhite,0.9228876,15.6579841,2022-04-01,45.6607533
TN,45-64,Male,NonHispanicBlackAfricanAmerican,0.0,11.4457831,2022-04-01,45.65911735
TN,45-64,Male,NonHispanicWhite,1.5952644,12.65191,2022-04-01,38.369843675
TN,65plus,Female,NonHispanicBlackAfricanAmerican,0.0,7.8248009,2022-04-01,62.828733774999996
TN,65plus,Female,NonHispanicWhite,0.5838935,15.6932964,2022-04-01,50.84807775
TN,65plus,Male,NonHispanicWhite,0.3823288,11.1763442,2022-04-01,41.588924875000004
TX,18-24,Female,Hispanic,2.9550814,28.0569482,2022-04-01,44.86658015
TX,18-24,Female,NonHispanicWhite,0.2448565,16.9432602,2022-04-01,50.77804375
TX,18-24,Male,Hispanic,0.6268367,20.9183673,2022-04-01,44.444444425
TX,25-44,Female,Hispanic,1.7391996,20.9249533,2022-04-01,49.471228275
TX,25-44,Female,NonHispanicAsian,0.0,22.2333406,2022-04-01,61.734498475
TX,25-44,Female,NonHispanicBlackAfricanAmerican,1.7163332,12.7150109,2022-04-01,45.6432067
TX,25-44,Female,NonHispanicMultipleOther,2.033372,17.8004948,2022-04-01,36.337209325
TX,25-44,Female,NonHispanicWhite,1.8583272,17.0557309,2022-04-01,50.264119525
TX,25-44,Male,Hispanic,1.3394109,16.2260307,2022-04-01,45.277391075
TX,25-44,Male,NonHispanicBlackAfricanAmerican,1.2887011,13.1302108,2022-04-01,43.529411775
TX,25-44,Male,NonHispanicMultipleOther,2.3914314,18.8004502,2022-04-01,29.5
TX,25-44,Male,NonHispanicWhite,1.5583774,14.02963,2022-04-01,40.0460067
TX,45-64,Female,Hispanic,1.0301944,15.0592823,2022-04-01,52.560170275000004
TX,45-64,Female,NonHispanicBlackAfricanAmerican,0.600506,11.7147204,2022-04-01,47.826786075
TX,45-64,Female,NonHispanicMultipleOther,2.2915236,16.4046732,2022-04-01,32.9338731
TX,45-64,Female,NonHispanicWhite,1.0732593,14.1812676,2022-04-01,47.040844899999996
TX,45-64,Male,Hispanic,1.112001,13.1068111,2022-04-01,50.078693875
TX,45-64,Male,NonHispanicAsian,0.0,14.9350649,2022-04-01,63.47996515
TX,45-64,Male,NonHispanicBlackAfricanAmerican,0.5625178,11.5476965,2022-04-01,57.795688125
TX,45-64,Male,NonHispanicMultipleOther,1.3176716,15.2964776,2022-04-01,24.327324975
TX,45-64,Male,NonHispanicWhite,0.6606907,9.5834634,2022-04-01,38.534457525
TX,65plus,Female,Hispanic,0.5600683,14.5099316,2022-04-01,55.8528479
TX,65plus,Female,NonHispanicBlackAfricanAmerican,0.5265685,9.3136741,2022-04-01,57.273635725
TX,65plus,Female,NonHispanicMultipleOther,0.9108274,20.5,2022-04-01,43.996212125
TX,65plus,Female,NonHispanicWhite,0.4462935,12.3166425,2022-04-01,52.485293850000005
TX,65plus,Male,Hispanic,0.7366933,17.1325975,2022-04-01,57.6758763
TX,65plus,Male,NonHispanicBlackAfricanAmerican,0.0,10.345222,2022-04-01,63.925669925
TX,65plus,Male,NonHispanicMultipleOther,1.7227655,11.7236218,2022-04-01,29.31626775
TX,65plus,Male,NonHispanicWhite,0.3935851,9.4857309,2022-04-01,46.364488949999995
UT,18-24,Female,NonHispanicWhite,2.1212121,26.8421053,2022-04-01,56.8627451
UT,25-44,Female,Hispanic,4.5579171,33.8184262,2022-04-01,49.221088449999996
UT,25-44,Female,NonHispanicWhite,2.30459,23.4951353,2022-04-01,55.585737675000004
UT,25-44,Male,NonHispanicWhite,1.0722076,15.9028348,2022-04-01,38.563606475
UT,45-64,Female,Hispanic,1.8761707,19.6969697,2022-04-01,45.738636375
UT,45-64,Female,NonHispanicWhite,2.4698672,21.4668363,2022-04-01,52.240657875000004
UT,45-64,Male,NonHispanicWhite,1.6606541,15.7719695,2022-04-01,42.430579275
UT,65plus,Female,NonHispanicWhite,0.3888369,15.3445186,2022-04-01,59.864257099999996
UT,65plus,Male,NonHispanicWhite,0.629824,15.5846333,2022-04-01,50.406626349999996
VA,18-24,Female,NonHispanicWhite,1.5225532,25.300593,2022-04-01,55.840373774999996
VA,25-44,Female,Hispanic,1.6176405,20.5127911,2022-04-01,48.635763375
VA,25-44,Female,NonHispanicBlackAfricanAmerican,0.0,13.0216441,2022-04-01,46.0357889
VA,25-44,Female,NonHispanicMultipleOther,2.7739118,21.5884347,2022-04-01,52.840909100000005
VA,25-44,Female,NonHispanicWhite,1.6865107,21.4802902,2022-04-01,57.0689683
VA,25-44,Male,NonHispanicWhite,0.9817895,16.5866034,2022-04-01,49.55667365
VA,45-64,Female,Hispanic,1.5732131,16.5078804,2022-04-01,55.30621415
VA,45-64,Female,NonHispanicBlackAfricanAmerican,1.234382,9.698968,2022-04-01,50.074131200000004
VA,45-64,Female,NonHispanicMultipleOther,0.9975324,22.594861,2022-04-01,55.2483165
VA,45-64,Female,NonHispanicWhite,1.226982,18.2692896,2022-04-01,55.4131865
VA,45-64,Male,Hispanic,0.0,15.9793814,2022-04-01,57.54419195
VA,45-64,Male,NonHispanicBlackAfricanAmerican,0.5119466,6.3434795,2022-04-01,55.158730175
VA,45-64,Male,NonHispanicWhite,0.7766409,12.7361868,2022-04-01,51.498383575
VA,65plus,Female,NonHispanicBlackAfricanAmerican,0.4934802,7.6758251,2022-04-01,59.989179325
VA,65plus,Female,NonHispanicWhite,0.6318977,14.4270658,2022-04-01,62.139856225
VA,65plus,Male,NonHispanicBlackAfricanAmerican,0.8346208,7.0935489,2022-04-01,59.860153825000005
VA,65plus,Male,NonHispanicWhite,0.3044456,10.9805619,2022-04-01,55.413156
VT,25-44,Female,NonHispanicWhite,6.798032,45.7270299,2022-04-01,53.121345425
VT,45-64,Female,NonHispanicWhite,3.3301122,35.4586375,2022-04-01,66.148517275
VT,45-64,Male,NonHispanicWhite,2.164026,25.8159873,2022-04-01,55.231981950000005
VT,65plus,Female,NonHispanicWhite,1.9477698,25.9714539,2022-04-01,66.774319775
VT,65plus,Male,NonHispanicWhite,1.0573442,23.2990326,2022-04-01,56.598467525000004
WA,18-24,Female,NonHispanicWhite,1.4401804,32.0736567,2022-04-01,53.0
WA,25-44,Female,Hispanic,1.6697395,25.6908533,2022-04-01,56.86213885
WA,25-44,Female,NonHispanicAsian,1.9478568,25.2475248,2022-04-01,69.32601595
WA,25-44,Female,NonHispanicMultipleOther,1.0741903,23.1861635,2022-04-01,47.82608695
WA,25-44,Female,NonHispanicWhite,2.1684767,28.1257661,2022-04-01,61.23498815
WA,25-44,Male,Hispanic,2.9762551,15.0587192,2022-04-01,50.0
WA,25-44,Male,NonHispanicWhite,1.3368723,20.772161,2022-04-01,49.207930850000004
WA,45-64,Female,Hispanic,3.3536492,23.0769284,2022-04-01,55.095088849999996
WA,45-64,Female,NonHispanicMultipleOther,2.7718396,18.7810417,2022-04-01,51.650301425
WA,45-64,Female,NonHispanicWhite,1.5423006,20.4622022,2022-04-01,61.57240075
WA,45-64,Male,Hispanic,0.8773907,17.4014068,2022-04-01,56.622589149999996
WA,45-64,Male,NonHispanicMultipleOther,1.9193713,18.5976613,2022-04-01,41.652542374999996
WA,45-64,Male,NonHispanicWhite,1.1444408,16.2187345,2022-04-01,53.302603525
WA,65plus,Female,NonHispanicMultipleOther,1.0869565,15.5172414,2022-04-01,60.28922875
WA,65plus,Female,NonHispanicWhite,0.9444933,15.1484692,2022-04-01,67.788632925
WA,65plus,Male,NonHispanicWhite,1.0844577,13.8496268,2022-04-01,61.713430275
WI,18-24,Female,NonHispanicWhite,3.5284445,25.0501557,2022-04-01,60.0
WI,25-44,Female,NonHispanicWhite,2.5962323,23.8562143,2022-04-01,54.617027625
WI,25-44,Male,NonHispanicWhite,3.3824743,18.2995657,2022-04-01,41.89190005
WI,45-64,Female,NonHispanicWhite,1.1202551,18.0904963,2022-04-01,60.3839625
WI,45-64,Male,NonHispanicWhite,1.7134532,14.9589544,2022-04-01,45.10261855
WI,65plus,Female,NonHispanicWhite,0.6510016,16.318006,2022-04-01,66.647176725
WI,65plus,Male,NonHispanicWhite,0.9751798,14.7129202,2022-04-01,58.309500299999996
WV,18-24,Female,NonHispanicWhite,2.3255814,24.4047619,2022-04-01,52.976190475
WV,25-44,Female,NonHispanicWhite,1.0957877,22.1933995,2022-04-01,46.48741805
WV,25-44,Male,NonHispanicWhite,2.0656588,15.7514212,2022-04-01,43.612373725
WV,45-64,Female,NonHispanicWhite,1.2513467,20.7738569,2022-04-01,44.173617625
WV,45-64,Male,NonHispanicWhite,1.0912411,12.4230249,2022-04-01,36.24458025
WV,65plus,Female,NonHispanicWhite,0.4010957,15.2405934,2022-04-01,53.646078625
WV,65plus,Male,NonHispanicWhite,0.5110959,17.0206312,2022-04-01,42.387348025
WY,25-44,Female,NonHispanicWhite,1.6376445,24.494551,2022-04-01,40.416666675
WY,45-64,Female,NonHispanicWhite,1.338196,19.9388925,2022-04-01,46.148804725000005
WY,45-64,Male,NonHispanicWhite,0.0,8.2571377,2022-04-01,31.159460075000002
WY,65plus,Female,NonHispanicWhite,0.0,13.9043321,2022-04-01,52.4241167
WY,65plus,Male,NonHispanicWhite,0.4466786,18.1885157,2022-04-01,55.288256625
AK,25-44,Female,NonHispanicWhite,4.8857891,37.4013004,2022-05-01,57.539682524999996
AK,45-64,Female,NonHispanicWhite,1.8766646,28.5038153,2022-05-01,47.766364075
AK,45-64,Male,NonHispanicWhite,2.5616689,25.0194588,2022-05-01,37.135345975
AK,65plus,Female,NonHispanicWhite,2.0967081,25.2184961,2022-05-01,57.936212825
AK,65plus,Male,NonHispanicWhite,2.4206718,25.6809818,2022-05-01,54.687500025
AL,25-44,Female,NonHispanicBlackAfricanAmerican,0.7592427,20.0112877,2022-05-01,31.40880215
AL,25-44,Female,NonHispanicWhite,2.7622794,25.496949,2022-05-01,49.88569675
AL,25-44,Male,NonHispanicWhite,2.0504309,20.5561195,2022-05-01,35.170949925
AL,45-64,Female,NonHispanicBlackAfricanAmerican,0.642755,12.6997512,2022-05-01,43.5952183
AL,45-64,Female,NonHispanicWhite,1.6345031,18.869721,2022-05-01,41.5281802
AL,45-64,Male,NonHispanicBlackAfricanAmerican,0.1483031,7.1101753,2022-05-01,45.23809525
AL,45-64,Male,NonHispanicWhite,1.0950325,12.734721,2022-05-01,30.9443379
AL,65plus,Female,NonHispanicBlackAfricanAmerican,0.0,15.1185193,2022-05-01,55.156954325
AL,65plus,Female,NonHispanicWhite,0.4734457,16.0801818,2022-05-01,48.017346575
AL,65plus,Male,NonHispanicWhite,0.1174846,12.182525,2022-05-01,42.190231525
AR,25-44,Female,NonHispanicWhite,2.1076588,24.3436479,2022-05-01,49.0012201
AR,25-44,Male,NonHispanicWhite,1.8926303,15.5339699,2022-05-01,33.330079275
AR,45-64,Female,NonHispanicWhite,2.5341797,21.4192157,2022-05-01,45.84279535
AR,45-64,Male,NonHispanicWhite,2.8515944,14.5106119,2022-05-01,35.70839575
AR,65plus,Female,NonHispanicWhite,0.35053,14.803943,2022-05-01,50.449304475
AR,65plus,Male,NonHispanicWhite,0.634144,14.0378191,2022-05-01,39.642748925
AZ,25-44,Female,Hispanic,5.5199903,29.2038983,2022-05-01,50.938065825
AZ,25-44,Female,NonHispanicWhite,2.9940655,29.6636794,2022-05-01,52.88165045
AZ,25-44,Male,Hispanic,3.1866446,22.7211982,2022-05-01,43.229166675
AZ,25-44,Male,NonHispanicWhite,1.9904709,17.9195592,2022-05-01,49.280243375
AZ,45-64,Female,Hispanic,2.2352155,26.3124956,2022-05-01,51.07608875
AZ,45-64,Female,NonHispanicMultipleOther,1.3292424,15.9793814,2022-05-01,36.5525266
AZ,45-64,Female,NonHispanicWhite,1.550125,22.6325121,2022-05-01,53.03188865
AZ,45-64,Male,Hispanic,2.1988153,19.7988969,2022-05-01,40.034492325
AZ,45-64,Male,NonHispanicWhite,0.9599315,17.4291144,2022-05-01,45.5887095
AZ,65plus,Female,Hispanic,1.4529388,23.4496483,2022-05-01,51.9972736
AZ,65plus,Female,NonHispanicWhite,0.5178272,16.6467921,2022-05-01,58.114192775
AZ,65plus,Male,Hispanic,1.002295,19.6808511,2022-05-01,49.3500662
AZ,65plus,Male,NonHispanicWhite,0.9765009,15.8425786,2022-05-01,52.654545225
CA,18-24,Female,Hispanic,2.9552803,31.1255215,2022-05-01,48.354522125
CA,18-24,Female,NonHispanicWhite,5.3951889,37.3422732,2022-05-01,56.402439025
CA,25-44,Female,Hispanic,4.0122988,31.439512,2022-05-01,45.367479425
CA,25-44,Female,NonHispanicAsian,3.8089823,32.8529333,2022-05-01,62.891574850000005
CA,25-44,Female,NonHispanicBlackAfricanAmerican,2.1711112,20.6215349,2022-05-01,37.006956425
CA,25-44,Female,NonHispanicMultipleOther,4.0199344,39.1084935,2022-05-01,50.025730525
CA,25-44,Female,NonHispanicWhite,3.4504315,35.9539057,2022-05-01,55.325398975000006
CA,25-44,Male,Hispanic,2.4030024,24.6799263,2022-05-01,49.239514525000004
CA,25-44,Male,NonHispanicAsian,3.8008397,28.8983631,2022-05-01,65.437771075
CA,25-44,Male,NonHispanicMultipleOther,2.7645346,22.7803608,2022-05-01,51.388888900000005
CA,25-44,Male,NonHispanicWhite,3.5576396,27.5468385,2022-05-01,55.0418571
CA,25-44,Other,NonHispanicWhite,2.6508859,41.5662651,2022-05-01,55.8139535
CA,45-64,Female,Hispanic,2.5631312,26.8237552,2022-05-01,52.451356975
CA,45-64,Female,NonHispanicAsian,2.1545273,32.2557802,2022-05-01,60.93146419999999
CA,45-64,Female,NonHispanicBlackAfricanAmerican,1.1856,19.3596818,2022-05-01,51.182787925
CA,45-64,Female,NonHispanicMultipleOther,2.9678167,27.6428334,2022-05-01,50.849750275
CA,45-64,Female,NonHispanicWhite,2.6439234,31.4527658,2022-05-01,58.466369975
CA,45-64,Female,NotReported,3.469872,25.255416,2022-05-01,36.9446909
CA,45-64,Male,Hispanic,1.5884174,21.8090805,2022-05-01,53.654026349999995
CA,45-64,Male,NonHispanicAsian,2.2429221,25.6872971,2022-05-01,62.3373857
CA,45-64,Male,NonHispanicBlackAfricanAmerican,1.613644,17.7864637,2022-05-01,54.79830155
CA,45-64,Male,NonHispanicMultipleOther,3.0074413,24.1866432,2022-05-01,39.748929600000004
CA,45-64,Male,NonHispanicWhite,2.1323451,23.1402861,2022-05-01,58.7517911
CA,45-64,Male,NotReported,2.3510647,24.3831935,2022-05-01,40.5141844
CA,65plus,Female,Hispanic,1.9642271,22.5829985,2022-05-01,61.74693405
CA,65plus,Female,NonHispanicAsian,0.6501818,17.9100782,2022-05-01,66.52606965000001
CA,65plus,Female,NonHispanicBlackAfricanAmerican,1.4152681,13.4700078,2022-05-01,63.766497799999996
CA,65plus,Female,NonHispanicMultipleOther,0.235006,22.1841037,2022-05-01,60.660112125
CA,65plus,Female,NonHispanicWhite,1.1096208,20.7834509,2022-05-01,63.930722975
CA,65plus,Female,NotReported,1.7616943,23.327262,2022-05-01,52.264261375000004
CA,65plus,Male,Hispanic,0.6543093,16.3263367,2022-05-01,53.025615
CA,65plus,Male,NonHispanicAsian,1.3012104,16.4412179,2022-05-01,64.27966727500001
CA,65plus,Male,NonHispanicBlackAfricanAmerican,0.1260113,15.9113434,2022-05-01,61.8885329
CA,65plus,Male,NonHispanicMultipleOther,0.4871651,16.0035174,2022-05-01,49.146861775
CA,65plus,Male,NonHispanicWhite,1.0147802,18.0839185,2022-05-01,61.3738886
CA,65plus,Male,NotReported,1.9008631,19.211806,2022-05-01,53.819567175
CO,25-44,Female,Hispanic,3.6188454,33.391751,2022-05-01,46.101498525
CO,25-44,Female,NonHispanicWhite,4.2053024,37.8225136,2022-05-01,59.346107825
CO,25-44,Male,Hispanic,2.6420843,26.6613348,2022-05-01,37.500000025
CO,25-44,Male,NonHispanicWhite,3.5353508,28.2150347,2022-05-01,46.855922675
CO,45-64,Female,Hispanic,2.2782123,27.9383035,2022-05-01,56.972044825
CO,45-64,Female,NonHispanicMultipleOther,1.3095238,37.654321,2022-05-01,49.4047619
CO,45-64,Female,NonHispanicWhite,2.5707704,28.0985311,2022-05-01,60.916075375
CO,45-64,Male,Hispanic,3.4156533,24.0534013,2022-05-01,43.92833625
CO,45-64,Male,NonHispanicWhite,2.6450928,24.2965928,2022-05-01,54.821395175
CO,65plus,Female,Hispanic,0.1101973,19.3047872,2022-05-01,61.65620095
CO,65plus,Female,NonHispanicWhite,0.9481842,22.2596223,2022-05-01,64.05882882499999
CO,65plus,Male,NonHispanicWhite,0.6316636,19.1137646,2022-05-01,58.208409825000004
CT,25-44,Female,Hispanic,6.4071452,36.3982304,2022-05-01,47.6958637
CT,25-44,Female,NonHispanicWhite,5.177293,43.984886,2022-05-01,56.788942675
CT,25-44,Male,NonHispanicWhite,4.8266843,33.2056769,2022-05-01,54.95480265
CT,45-64,Female,Hispanic,5.1111673,30.3991361,2022-05-01,48.024032425
CT,45-64,Female,NonHispanicWhite,3.9223596,39.3909642,2022-05-01,60.0239577
CT,45-64,Male,Hispanic,1.416034,30.3191489,2022-05-01,48.907942375
CT,45-64,Male,NonHispanicWhite,3.8416735,29.0207666,2022-05-01,57.639967575
CT,65plus,Female,NonHispanicWhite,2.0841911,28.2944306,2022-05-01,61.88176525
CT,65plus,Male,NonHispanicWhite,1.3929532,24.6402229,2022-05-01,57.00665385
DC,25-44,Female,NonHispanicWhite,4.3018147,49.1878076,2022-05-01,75.92074595
DE,25-44,Female,NonHispanicWhite,7.639042,43.5350398,2022-05-01,56.626506
DE,45-64,Female,NonHispanicWhite,3.3119397,34.6163201,2022-05-01,53.862928675
DE,45-64,Male,NonHispanicWhite,5.3675023,28.7119312,2022-05-01,45.689655175
DE,65plus,Female,NonHispanicWhite,1.5523788,26.5319279,2022-05-01,63.228828525
DE,65plus,Male,NonHispanicWhite,1.8627071,19.7469709,2022-05-01,53.5781111
FL,18-24,Female,Hispanic,1.9149947,26.2886598,2022-05-01,52.4390244
FL,18-24,Female,NonHispanicWhite,3.0283107,30.7003832,2022-05-01,43.95604395
FL,25-44,Female,Hispanic,5.0535858,31.810486,2022-05-01,42.9799489
FL,25-44,Female,NonHispanicAsian,6.3409962,42.9487179,2022-05-01,49.347826075
FL,25-44,Female,NonHispanicBlackAfricanAmerican,5.3527554,27.0397266,2022-05-01,41.452802750000004
FL,25-44,Female,NonHispanicMultipleOther,2.5223017,36.9111802,2022-05-01,45.4225352
FL,25-44,Female,NonHispanicWhite,4.4757118,34.9270285,2022-05-01,44.40569935
FL,25-44,Male,Hispanic,4.029989,22.8788088,2022-05-01,43.532302125
FL,25-44,Male,NonHispanicBlackAfricanAmerican,4.301423,21.9994267,2022-05-01,39.795918375
FL,25-44,Male,NonHispanicMultipleOther,3.9893617,23.2954545,2022-05-01,27.0902547
FL,25-44,Male,NonHispanicWhite,3.9551866,25.0394121,2022-05-01,42.654804
FL,45-64,Female,Hispanic,2.9413939,27.2955223,2022-05-01,50.473817950000004
FL,45-64,Female,NonHispanicAsian,3.5585586,28.2258065,2022-05-01,54.54545455
FL,45-64,Female,NonHispanicBlackAfricanAmerican,1.8470621,20.0815232,2022-05-01,41.838628575
FL,45-64,Female,NonHispanicMultipleOther,1.0037148,23.5624395,2022-05-01,39.159980575
FL,45-64,Female,NonHispanicWhite,2.8360774,26.3616331,2022-05-01,50.6475743
FL,45-64,Female,NotReported,3.6544451,21.6675721,2022-05-01,42.7689529
FL,45-64,Male,Hispanic,2.7518548,20.8675199,2022-05-01,47.705305725
FL,45-64,Male,NonHispanicBlackAfricanAmerican,1.5816026,15.0823817,2022-05-01,50.952692675
FL,45-64,Male,NonHispanicMultipleOther,1.8017178,14.9151115,2022-05-01,28.268430849999998
FL,45-64,Male,NonHispanicWhite,1.9895773,18.5146728,2022-05-01,41.7266944
FL,65plus,Female,Hispanic,1.5810418,23.3007921,2022-05-01,56.129720225
FL,65plus,Female,NonHispanicBlackAfricanAmerican,0.8589632,15.432668,2022-05-01,56.30989665
FL,65plus,Female,NonHispanicMultipleOther,0.3366599,16.7794992,2022-05-01,37.76397515
FL,65plus,Female,NonHispanicWhite,1.1808104,21.4238334,2022-05-01,56.0737892
FL,65plus,Female,NotReported,2.5343663,23.4677106,2022-05-01,38.072183100000004
FL,65plus,Male,Hispanic,0.6997991,17.2665066,2022-05-01,57.542805800000004
FL,65plus,Male,NonHispanicBlackAfricanAmerican,0.6637506,19.1989098,2022-05-01,67.7918676
FL,65plus,Male,NonHispanicMultipleOther,0.5471148,20.5691923,2022-05-01,37.207540475
FL,65plus,Male,NonHispanicWhite,0.9468887,17.4830271,2022-05-01,47.341725724999996
GA,18-24,Female,NonHispanicWhite,4.2936596,31.3022156,2022-05-01,52.35849055
GA,25-44,Female,Hispanic,2.9680374,21.0602112,2022-05-01,54.718435575
GA,25-44,Female,NonHispanicBlackAfricanAmerican,0.7924381,14.5000967,2022-05-01,37.063223675
GA,25-44,Female,NonHispanicWhite,2.9766841,27.0848253,2022-05-01,47.3533491
GA,25-44,Male,NonHispanicBlackAfricanAmerican,0.2087446,12.688659,2022-05-01,55.263157925
GA,25-44,Male,NonHispanicWhite,1.9388393,19.7670075,2022-05-01,42.4441556
GA,45-64,Female,Hispanic,1.0337004,21.3558609,2022-05-01,48.3469827
GA,45-64,Female,NonHispanicBlackAfricanAmerican,1.7675833,15.917824,2022-05-01,44.157925825
GA,45-64,Female,NonHispanicMultipleOther,0.7097743,21.3729162,2022-05-01,33.445616900000005
GA,45-64,Female,NonHispanicWhite,1.6460821,22.062344,2022-05-01,47.409689199999995
GA,45-64,Male,Hispanic,1.7349604,17.0103093,2022-05-01,52.4390244
GA,45-64,Male,NonHispanicBlackAfricanAmerican,0.6123667,14.386146,2022-05-01,59.426299625
GA,45-64,Male,NonHispanicMultipleOther,0.9522242,17.851973,2022-05-01,18.423093950000002
GA,45-64,Male,NonHispanicWhite,1.2759137,14.9175718,2022-05-01,39.32347075
GA,65plus,Female,NonHispanicBlackAfricanAmerican,0.927259,13.0698474,2022-05-01,64.490841975
GA,65plus,Female,NonHispanicWhite,0.9032143,18.0333455,2022-05-01,52.1602152
GA,65plus,Male,NonHispanicBlackAfricanAmerican,0.5707257,12.247716,2022-05-01,58.9003739
GA,65plus,Male,NonHispanicWhite,1.1566934,14.7666432,2022-05-01,43.20756205
HI,25-44,Female,NonHispanicWhite,11.2178794,54.3627692,2022-05-01,56.8627451
HI,45-64,Female,NonHispanicAsian,2.2567464,39.893617,2022-05-01,55.718537425
HI,45-64,Female,NonHispanicMultipleOther,3.8947368,45.1086957,2022-05-01,48.41563475
HI,45-64,Female,NonHispanicWhite,2.9490398,42.0642388,2022-05-01,58.97311575
HI,45-64,Male,NonHispanicAsian,3.2945736,26.6233766,2022-05-01,53.252032533333335
HI,45-64,Male,NonHispanicWhite,2.3569024,30.7291667,2022-05-01,59.999999975
HI,65plus,Female,NonHispanicWhite,1.2473039,29.9664873,2022-05-01,72.3337208
HI,65plus,Male,NonHispanicWhite,0.4814433,23.4566699,2022-05-01,64.723101275
IA,25-44,Female,NonHispanicWhite,3.9214638,34.0482988,2022-05-01,52.4098554
IA,25-44,Male,NonHispanicWhite,2.2129192,22.6327117,2022-05-01,40.914811475
IA,45-64,Female,NonHispanicWhite,2.5898629,28.7218987,2022-05-01,55.994282749999996
IA,45-64,Male,NonHispanicWhite,2.2640171,17.7138864,2022-05-01,44.9886389
IA,65plus,Female,NonHispanicWhite,1.1541776,21.5364707,2022-05-01,60.529849275000004
IA,65plus,Male,NonHispanicWhite,1.214067,16.7000441,2022-05-01,59.794273175
ID,25-44,Female,NonHispanicWhite,2.6906046,28.6709918,2022-05-01,42.326607725
ID,25-44,Male,NonHispanicWhite,1.7475587,16.3831043,2022-05-01,41.265060225
ID,45-64,Female,NonHispanicWhite,1.5583271,23.100772,2022-05-01,52.529067175
ID,45-64,Male,NonHispanicWhite,1.4733596,15.3580573,2022-05-01,39.511366375
ID,65plus,Female,NonHispanicWhite,0.3786248,19.5600067,2022-05-01,56.160816049999994
ID,65plus,Male,NonHispanicWhite,1.2937933,16.7466683,2022-05-01,43.816960175
IL,18-24,Female,NonHispanicWhite,5.345355,40.1634876,2022-05-01,56.34696365
IL,25-44,Female,Hispanic,3.5890665,33.4995622,2022-05-01,48.9435046
IL,25-44,Female,NonHispanicBlackAfricanAmerican,1.553406,23.1675183,2022-05-01,42.4277176
IL,25-44,Female,NonHispanicMultipleOther,1.7475818,24.7493874,2022-05-01,49.166666649999996
IL,25-44,Female,NonHispanicWhite,3.6284532,40.2463413,2022-05-01,57.063873275000006
IL,25-44,Male,Hispanic,3.2148214,24.8189307,2022-05-01,49.877325225
IL,25-44,Male,NonHispanicBlackAfricanAmerican,0.5050505,14.0625,2022-05-01,47.590579725
IL,25-44,Male,NonHispanicWhite,3.1920783,25.8581627,2022-05-01,46.211296825
IL,45-64,Female,Hispanic,2.2598379,26.6050633,2022-05-01,51.749226775
IL,45-64,Female,NonHispanicAsian,2.124936,28.125,2022-05-01,64.396392225
IL,45-64,Female,NonHispanicBlackAfricanAmerican,0.8837915,17.8277713,2022-05-01,44.8706645
IL,45-64,Female,NonHispanicMultipleOther,4.1837896,27.5240494,2022-05-01,45.615671649999996
IL,45-64,Female,NonHispanicWhite,2.4806698,30.6114838,2022-05-01,57.715348925
IL,45-64,Male,Hispanic,1.4478413,20.141103,2022-05-01,58.454256475
IL,45-64,Male,NonHispanicBlackAfricanAmerican,0.4610143,8.6032591,2022-05-01,52.90948275
IL,45-64,Male,NonHispanicMultipleOther,0.0,17.6767677,2022-05-01,29.0867347
IL,45-64,Male,NonHispanicWhite,2.1350757,23.5706985,2022-05-01,50.57006165
IL,65plus,Female,Hispanic,1.6201566,22.2209948,2022-05-01,67.7501476
IL,65plus,Female,NonHispanicBlackAfricanAmerican,1.4972454,14.6203932,2022-05-01,59.88725495
IL,65plus,Female,NonHispanicWhite,0.7579877,23.0293195,2022-05-01,61.970049724999996
IL,65plus,Male,NonHispanicBlackAfricanAmerican,0.0,18.3754318,2022-05-01,60.169491525
IL,65plus,Male,NonHispanicWhite,0.8156867,20.990293,2022-05-01,55.953784325
IN,18-24,Female,NonHispanicWhite,3.4594325,34.4551972,2022-05-01,56.159420275
IN,25-44,Female,Hispanic,1.9585386,36.8131868,2022-05-01,53.4883721
IN,25-44,Female,NonHispanicWhite,2.9845732,31.3919335,2022-05-01,51.207941225
IN,25-44,Male,NonHispanicWhite,2.5935381,19.205014,2022-05-01,44.301962625
IN,45-64,Female,Hispanic,4.0749484,25.257732,2022-05-01,48.21585875
IN,45-64,Female,NonHispanicBlackAfricanAmerican,2.1394006,21.4285065,2022-05-01,45.1733193
IN,45-64,Female,NonHispanicWhite,2.1708653,26.3762658,2022-05-01,50.562176175000005
IN,45-64,Male,NonHispanicWhite,1.7460457,18.2472444,2022-05-01,39.95883115
IN,65plus,Female,NonHispanicWhite,0.9825976,20.6875584,2022-05-01,58.604161575
IN,65plus,Male,NonHispanicWhite,1.2085822,16.1006943,2022-05-01,49.755025375
